Theme/Department,Title,URL,Content Type(s),Sub-Topics,Modified Date,Language
N/A,Bureau de l’Ambassade du Canada en Lituanie à Vilnius,https://www.international.gc.ca/country-pays/lithuania-lituanie/vilnius.aspx?lang=fra,Substantive,"H2: Maladie à coronavirus (COVID-19); Notre représentant; Adresse; Suivez:; Liens connexes; Services et renseignements; Demandes de renseignements générales; Services de citoyenneté; Services consulaires; Services notariaux; Services de passeports; Services de commerce et d’investissement
",2020-03-21T00:00:00Z,fr
N/A,Communiqués de presse,https://www.canada.ca/fr/savoir-polaire/communiques-de-presse.html,Links to Covid pages,,2020-03-13T00:00:00Z,fr
N/A,"Parks Canada - Public Avalanche Information - Avalanche Bulletin - Waterton Lakes National Park - Wed Mar 25, 2020",https://avalanche.pc.gc.ca/bulletin-eng.aspx?d=2020-03-25&r=4,Links to Covid pages,,,en
Sécurité nationale et défense,Défense nationale,https://www.canada.ca/fr/ministere-defense-nationale.html,Links to Covid pages,,2020-03-18T00:00:00Z,fr
N/A,Social Security Tribunal of Canada,https://www1.canada.ca/en/sst/,Substantive,"H2: Follow:; Coronavirus (COVID-19) measures; Latest; Services and information; Corporate information; Most requested; Contact us; More information for
",2020-03-30T00:00:00Z,en
N/A,Réseau canadien d'information sur le patrimoine,https://www.canada.ca/fr/reseau-information-patrimoine.html,Links to Covid pages,,2020-03-30T00:00:00Z,fr
N/A,Visitor safety - Auyuittuq National Park,https://www.pc.gc.ca/en/pn-np/nu/auyuittuq/securite-safety,Links to Covid pages,,2020-03-27T00:00:00Z,en
"Culture, history and sport",Canada Periodical Fund,https://www.canada.ca/en/canadian-heritage/services/funding/periodical-fund.html,Links to Covid pages,,2020-03-16T00:00:00Z,en
Santé,Demandes relatives aux instruments médicaux visés par l’arrêté d’urgence pour leur utilisation à l’égard de la COVID-19 - Ligne directrice,https://www.canada.ca/fr/sante-canada/services/medicaments-produits-sante/medicaments/annonces/arrete-urgence-importation-vente-instruments-medicaux-covid-19/document-applications-dispositifs-medicaux.html,Substantive,"Description: À l’appui de l’Arrêté d’urgence concernant l’importation et la vente d’instruments médicaux destinés à être utilisés à l’égard de la COVID-19 conformément au paragraphe 30.1(1) de la Loi sur les aliments et drogues.
Page title: Demandes relatives aux instruments médicaux visés par l’arrêté d’urgence pour leur utilisation à l’égard de la COVID-19 - Ligne directrice
H1: Demandes relatives aux instruments médicaux visés par l’arrêté d’urgence pour leur utilisation à l’égard de la COVID-19 - Ligne directrice
Keywords: vente ou importation de dispositifs médicaux, COVID-19, kit de test de coronavirus, groupe de dispositifs médicaux, Règlement sur les dispositifs médicaux, virus SARS-CoV-2, ordonnance provisoire de Santé Canada, responsabilité des fabricants et des importateurs COVID-19, dispositifs médicaux pour les travailleurs de la santé, Canada plan de lutte contre la pandémie, plan d'action du gouvernement 
Title: Demandes relatives aux instruments médicaux visés par l’arrêté d’urgence pour leur utilisation à l’égard de la COVID-19 - Ligne directrice
desc: À l’appui de l’Arrêté d’urgence concernant l’importation et la vente d’instruments médicaux destinés à être utilisés à l’égard de la COVID-19 conformément au paragraphe 30.1(1) de la Loi sur les aliments et drogues.
",2020-03-26 16:59:08,fr
Immigration and citizenship,Apply for permanent residence: After you apply through Express Entry,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/apply-permanent-residence/how-we-assess.html,Links to Covid pages,,2020-03-18T00:00:00Z,en
N/A,Divulgation proactive - Conseil de recherches en sciences humaine,https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/expenses-depenses/2012/herbert-copley_travel-voyage_m2012-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
Santé,Lignes directrices sur la prévention et le contrôle du coronavirus du syndrome respiratoire du Moyen-Orient (CoV-SRMO) dans les établissements de soins actifs,https://www.canada.ca/fr/sante-publique/services/publications/maladies-et-affections/lignes-directrices-prevention-et-controle-coronavirus-syndrome-respiratoire-moyen-orient-cov-srmo-etablissements-soins-actifs.html,Substantive,"Name: lignes-directrices-prevention-et-controle-coronavirus-syndrome-respiratoire-moyen-orient-cov-srmo-etablissements-soins-actifs
Page title: Lignes directrices sur la prévention et le contrôle du coronavirus du syndrome respiratoire du Moyen-Orient (CoV-SRMO) dans les établissements de soins actifs
H1: Lignes directrices sur la prévention et le contrôle du coronavirus du syndrome respiratoire du Moyen-Orient (CoV-SRMO) dans les établissements de soins actifs
",2017-04-12 14:06:07,fra
N/A,Tips for managing a partnership,https://www.sshrc-crsh.gc.ca/about-au_sujet/partnerships-partenariats/tips_for_managing-conseils_pour_gerer-eng.aspx,Links to Covid pages,,2019-03-21T00:00:00Z,en
Health,Ministers and Government of Canada officials to hold a news conference on coronavirus disease (COVID-19),https://www.canada.ca/en/public-health/news/2020/03/ministers-and-government-of-canada-officials-to-hold-a-news-conference-on-coronavirus-disease-covid-190.html,Substantive,"Description: Ministers and Government of Canada officials to hold a news conference on coronavirus disease (COVID-19)
Name: ministers-and-government-of-canada-officials-to-hold-a-news-conference-on-coronavirus-disease-covid-190
Page title: Ministers and Government of Canada officials to hold a news conference on coronavirus disease (COVID-19)
",2020-03-17 16:42:04,eng
N/A,Séance d'information technique sur la COVID-19 dans les communautés des Premières Nations et des Inuits,https://www.canada.ca/fr/services-autochtones-canada/nouvelles/2020/03/seance-dinformation-technique-sur-la-covid-19-dans-les-communautes-des-premieres-nations.html,Substantive,"Description: Veuillez prendre note que Valerie Gideon, Sous-ministre adjointe principale de Services aux Autochtones Canada et Dr. Tom Wong, Médecin en chef de la santé publique, tiendront une séance d'information technique sur la prévention et la préparation pour la COVID-19 dans les communautés des Premières Nations.
Name: seance-dinformation-technique-sur-la-covid-19-dans-les-communautes-des-premieres-nations
Page title: Séance d'information technique sur la COVID-19 dans les communautés des Premières Nations et des Inuits
",2020-03-13 18:26:57,fra
N/A,La maladie à coronavirus (COVID-19) et votre visite au parc national Sirmilik - Parc national Sirmilik,https://www.pc.gc.ca/fr/pn-np/nu/sirmilik/visit/covid-19-info,Substantive,"Title: La maladie à coronavirus (COVID-19) et votre visite au parc national Sirmilik - Parc national Sirmilik
H2: La maladie à coronavirus (COVID-19) et votre visite au parc national Sirmilik
desc: Comment la COVID-19 peut affecter votre visite.
",2020-03-25T00:00:00Z,fr
N/A,Details of Transfer Payment Programs 2017-2018,https://www.sshrc-crsh.gc.ca/about-au_sujet/publications/dp/2017-2018/tpp-ppt-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
N/A,Nomination de chercheurs financés par le CRSH au sein de l’Ordre du Canada,https://www.sshrc-crsh.gc.ca/news_room-salle_de_presse/latest_news-nouvelles_recentes/2020/order_of_canada-ordre_du_canada-dec2019-fra.aspx,Links to Covid pages,,2019-03-21T00:00:00Z,fr
Health,The Chief Public Health Officer and Government of Canada officials to hold a media availability on a novel coronavirus,https://www.canada.ca/en/public-health/news/2020/01/government-of-canada-officials-to-hold-a-media-availability-on-a-novel-coronavirus.html,Substantive,"Description: The Chief Public Health Officer and Government of Canada officials will hold a media availability to provide information on a novel coronavirus (referred to as 2019-nCoV).
Name: government-of-canada-officials-to-hold-a-media-availability-on-a-novel-coronavirus
Page title: The Chief Public Health Officer and Government of Canada officials to hold a media availability on a novel coronavirus
",2020-01-20 15:29:59,eng
N/A,"Parks Canada - Public Avalanche Information - Avalanche Bulletin - Banff, Yoho, and Kootenay National Parks - Sat Jan 04, 2020",https://avalanche.pc.gc.ca/bulletin-eng.aspx?d=2020-01-04&r=1,Links to Covid pages,,,en
N/A,Sirmilik National Park,https://www.pc.gc.ca/en/pn-np/nu/sirmilik,Links to Covid pages,,2020-03-20T00:00:00Z,en
N/A,GRC en C.-B. - Salle de nouvelles,http://northcowichan-duncan.bc.rcmp-grc.gc.ca/ViewPage.action?contentId=-1&languageId=4&p=1&siteNodeId=28,Links to Covid pages,,2020-03-30T00:00:00Z,fr
Health,2019冠状病毒病(COVID-19): 旅行建议,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/simplified-chinese/latest-travel-health-advice.html,Substantive,"Page title: 2019冠状病毒病(COVID-19): 旅行建议
H1: 2019冠状病毒病(COVID-19): 旅行建议<br>


",2020-03-05 11:12:57,en
"Culture, histoire et sport",Commémoration Canada,https://www.canada.ca/fr/patrimoine-canadien/services/financement/commemoration-canada.html,Links to Covid pages,,2020-03-16T00:00:00Z,fr
N/A,"Réunion annuelle des leaders pour le CRSH, les 6 et 7 décembre 2018",https://www.sshrc-crsh.gc.ca/society-societe/community-communite/leaders/2018-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
Santé,"Détection/isolement de virus des voies respiratoires au Canada, semaine 23 - se terminant le 7 juin, 2014",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2013-2014/detection-isolement-virus-voies-respiratoires-semaine-23-terminant-7-juin-2014.html,Links to Covid pages,,2014-06-12T00:00:00Z,fr
N/A,"Parks Canada - Public Avalanche Information - Avalanche Bulletin - Waterton Lakes National Park - Mon Jan 20, 2020",https://avalanche.pc.gc.ca/bulletin-eng.aspx?d=2020-01-20&r=4,Links to Covid pages,,,en
N/A,Pre-announcement: CMHC-SSHRC joint initiative to build Collaborative Housing Research Network,https://www.sshrc-crsh.gc.ca/news_room-salle_de_presse/latest_news-nouvelles_recentes/2018/cmhc-schl-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
N/A,Polar Knowledge Canada is taking measures to help reduce the risk of the coronavirus in the Cambridge Bay area,https://www.canada.ca/en/polar-knowledge/news/2020/03/polar-knowledge-canada-taking-measures-to-help-reduce-the-risk-of-the-coronavirus-in-the-cambridge-bay-area.html,Substantive,"Description: Today, Polar Knowledge Canada (POLAR) is announcing several preventive measures in response to the COVID-19 outbreak, which continues to evolve globally.
Name: polar-knowledge-canada-taking-measures-to-help-reduce-the-risk-of-the-coronavirus-in-the-cambridge-bay-area
Page title: Polar Knowledge Canada is taking measures to help reduce the risk of the coronavirus in the Cambridge Bay area
Title: Polar Knowledge Canada is taking measures to help reduce the risk of the coronavirus in the Cambridge Bay area
desc: Today, Polar Knowledge Canada (POLAR) is announcing several preventive measures in response to the COVID-19 outbreak, which continues to evolve globally.
",2020-03-13 14:02:11,eng
Health,Coronavirus disease (COVID-19): Reduce the spread of COVID-19 – Wash your hands,https://www.canada.ca/en/public-health/services/publications/diseases-conditions/reduce-spread-covid-19-wash-your-hands.html,Substantive,"Description: How to wash your hands properly to prevent or reduce the spread of COVID-19.
Name: reduce-spread-covid-19-wash-your-hands
Page title: Coronavirus disease (COVID-19): Reduce the spread of COVID-19 – Wash your hands
H1: Coronavirus disease (COVID-19): Reduce the spread of COVID-19 – Wash your hands
Keywords: wash hands, coronavirus, COVID-19, corona, Canada, social distancing, self-isolate, pandemic, reduce, prevent, spread, wash hands, soap, hand hygiene, wash your hands, how to wash hands
Title: Coronavirus disease (COVID-19): Reduce the spread of COVID-19 – Wash your hands
desc: How to wash your hands properly to prevent or reduce the spread of COVID-19.
",2020-03-26 16:16:01,en
Santé,Avis de santé publique : Coronavirus du syndrome respiratoire du Moyen-Orient (MERS-CoV),https://www.canada.ca/fr/sante-publique/services/avis-sante-publique/2015/avis-sante-publique-coronavirus-syndrome-respiratoire-moyen-orient-mers.html,Substantive,"Description: Avis de santé publique : Coronavirus du syndrome respiratoire du Moyen-Orient (MERS-CoV)
Name: avis-sante-publique-coronavirus-syndrome-respiratoire-moyen-orient-mers
Page title: Avis de santé publique : Coronavirus du syndrome respiratoire du Moyen-Orient (MERS-CoV)
H1: Avis de santé publique : Coronavirus du syndrome respiratoire du Moyen-Orient (MERS-CoV)
Keywords: Avis de santé publique - Coronavirus du syndrome respiratoire du Moyen-Orient (MERS–CoV)
",2017-08-14 11:43:56,fra
Health,Public Health Notice: Middle East Respiratory Syndrome Coronavirus (MERS-CoV),https://www.canada.ca/en/public-health/services/public-health-notices/2013/public-health-notice-middle-east-respiratory-syndrome-coronavirus-mers.html,Substantive,"Description: Coronaviruses are the cause of the common cold, but can also be the cause of more severe illnesses including Severe Acute Respiratory Syndrome (SARS), with some cases resulting in death.
Name: public-health-notice-middle-east-respiratory-syndrome-coronavirus-mers
Page title: Public Health Notice: Middle East Respiratory Syndrome Coronavirus (MERS-CoV)
H1: Public Health Notice: Middle East Respiratory Syndrome Coronavirus (MERS-CoV)
Keywords: Public Health Notice, Middle East respiratory syndrome coronavirus (MERS-CoV)
Title: Public Health Notice: Middle East Respiratory Syndrome Coronavirus (MERS-CoV)
desc: Coronaviruses are the cause of the common cold, but can also be the cause of more severe illnesses including Severe Acute Respiratory Syndrome (SARS), with some cases resulting in death.
",2017-07-25 10:09:39,eng
